SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
"4,266",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Menstrual hygiene,(27th May 2024),"Other
",2024
"4,267",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
"4,292",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,yoga ,(4th May 2024),Yoga,2024
"4,293",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,,(10th May 2024),Health talk,2024
"4,294",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,handwashing drawing competition ,(8th May 2024),"Other
",2024
"4,295",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,outreach session ,(6th May 2024),"Other
",2024
"4,296",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,handwashing ,(7th May 2024),"Other
",2024
"4,297",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,PMSMA ,(9th May 2024),"Other
",2024
"4,298",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,health camp ,(14th May 2024),Community meeting,2024
"4,299",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,health talk ,(16th May 2024),Community meeting,2024
"4,300",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,Geriatric health day ,(18th May 2024),"Other
",2024
"4,301",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,heat wave alert,(17th May 2024),"Other
",2024
"4,302",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,family welfare day ,(22nd May 2024),"Other
",2024
"4,303",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,outreach session ,(23rd May 2024),"Other
",2024
"4,304",1443544778,HSC KUSMA,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"4,330",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,cluster meeting,(7th May 2024),Health talk,2024
"4,331",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,sahiya meeting,(4th May 2024),Health talk,2024
"4,332",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,yoga,(2nd May 2024),Yoga,2024
"4,333",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,monthly meeting,(8th May 2024),Health talk,2024
"4,334",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,comunity awareness,(18th May 2024),Yoga,2024
"4,335",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,community awareness,(16th May 2024),School visit,2024
"4,336",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,Election duty UHS -govindpur,(19th May 2024),Health talk,2024
"4,337",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,election duty ,(20th May 2024),Awareness activity about eat right,2024
"4,338",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,Excercise ,(21st May 2024),Yoga,2024
"4,339",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,sickle cell Anemia screening ,(22nd May 2024),Special screening talk,2024
"4,340",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,Family planning program,(24th May 2024),Health talk,2024
"4,341",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,special screening ,(25th May 2024),Special screening talk,2024
"4,342",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,special screening ,(27th May 2024),Special screening talk,2024
"4,343",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Special screening talk,2024
"4,344",1444878126,HSC GOVINDPUR,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,World No Tobacco Day(31st May 2024),(31st May 2024),Awareness activity about eat right,2024
"4,346",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,health mela,(14th May 2024),Special screening talk,2024
"4,347",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,health  talk,(17th May 2024),Health talk,2024
"4,348",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,health talk,(18th May 2024),Health talk,2024
"4,349",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,yoga ,(21st May 2024),Yoga,2024
"4,350",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,yoga,(23rd May 2024),Yoga,2024
"4,351",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,sickle cell test,(24th May 2024),Health talk,2024
"4,352",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,other,(25th May 2024),"Other
",2024
"4,353",1447424282,HSC GADRA,SubCentre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"4,372",1447741446,HSC BHANDODIH,SubCentre,Jharkhand,Dumka,JARMUNDI,JARMUNDI,Dengu and chickenguniya awareness program ,(16th May 2024),Health talk,2024
"4,393",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,yoga ,(15th May 2024),Yoga,2024
"4,394",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,yoga ,(14th May 2024),Yoga,2024
"4,395",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,yoga ,(13th May 2024),Yoga,2024
"4,396",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,other ,(11th May 2024),Health talk,2024
"4,397",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,other ,(9th May 2024),"Other
",2024
"4,398",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,national Dengue day ,(16th May 2024),Health talk,2024
"4,399",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"4,400",1451225427,HSC KANDA,SubCentre,Jharkhand,Palamu,BISHRAMPUR,BISHRAMPUR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,450",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,RI vhnd at shivdangal ,(2nd May 2024),"Other
",2024
"4,451",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,monthly meeting at AAM sangamahal ,(3rd May 2024),"Other
",2024
"4,452",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,NCD TB screening sickle cell screening ,(11th May 2024),"Other
",2024
"4,453",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,NCD TB screening sickle cell anemia screening at sangamahal ,(13th May 2024),"Other
",2024
"4,454",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,RI and vhnd at choroinala and sickle cell anemia screening ,(14th May 2024),"Other
",2024
"4,455",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,hbnc visit at sangamahal on date 18/5/2024,(25th May 2024),"Other
",2024
"4,456",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,health talk on dated 21/5/2024,(27th May 2024),Health talk,2024
"4,457",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,458",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"4,459",1457544482,HSC SANGAMAHAL,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Other
",2024
"4,469",1464783271,HSC JHABAR,SubCentre,Jharkhand,Palamu,MEDININAGAR(DALTONGANJ),MEDININAGAR (DALTONGANJ),,(3rd May 2024),"Other
",2024
"4,495",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health checkup ,(15th May 2024),"Other
",2024
"4,496",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health day ,(16th May 2024),"Other
",2024
"4,497",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health camp ,(17th May 2024),"Other
",2024
"4,498",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,yoga ,(18th May 2024),"Other
",2024
"4,499",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health camp ,(19th May 2024),"Other
",2024
"4,500",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health camp ,(20th May 2024),"Other
",2024
"4,501",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health checkup ,(21st May 2024),"Other
",2024
"4,502",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,health education ,(22nd May 2024),"Other
",2024
"4,503",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,yoga ,(24th May 2024),"Other
",2024
"4,504",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,other ,(25th May 2024),"Other
",2024
"4,505",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,community meetnig ,(27th May 2024),"Other
",2024
"4,506",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"4,507",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Other
",2024
"4,508",1472348737,HSC UCHCHAGHANA,SubCentre,Jharkhand,Hazaribagh,BISHUNGARH,BISHUNGARH,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"4,529",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,yog karte huye yog teacher Dasrath kumar ,(1st May 2024),Yoga,2024
"4,530",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,yoga session ,(21st May 2024),Yoga,2024
"4,531",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,yoga ,(22nd May 2024),Yoga,2024
"4,532",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,yoga session ,(23rd May 2024),Yoga,2024
"4,533",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,yoga session ,(27th May 2024),Yoga,2024
"4,534",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
"4,535",1472877453,HSC DADIGHAGHAR,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"4,549",1476281884,HSC BABANGAMA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,ri,(2nd May 2024),Health talk,2024
"4,550",1476281884,HSC BABANGAMA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,mensual hygiene maintain explain ,(3rd May 2024),Health talk,2024
"4,551",1476281884,HSC BABANGAMA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,ri monitoring hwc babhangama ,(7th May 2024),Health talk,2024
"4,552",1476281884,HSC BABANGAMA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,ri monitoring awc haripur ,(9th May 2024),Health talk,2024
"4,553",1476281884,HSC BABANGAMA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,Village meeting ,(4th May 2024),"Other
",2024
"4,554",1476281884,HSC BABANGAMA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,"ri awc ramchwki ,OPD ,anc",(11th May 2024),Health talk,2024
"4,555",1482337449,HSC CHANDANKHIRI,SubCentre,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,556",1482337449,HSC CHANDANKHIRI,SubCentre,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"4,557",1482337449,HSC CHANDANKHIRI,SubCentre,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"4,558",1482337449,HSC CHANDANKHIRI,SubCentre,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"4,585",1488847110,HSC BAKSARA,SubCentre,Jharkhand,Godda,POREYAHAT,POREYAHAT,yoga,(4th May 2024),Yoga,2024
"4,586",1488847110,HSC BAKSARA,SubCentre,Jharkhand,Godda,POREYAHAT,POREYAHAT,yoga ,(8th May 2024),Yoga,2024
"4,593",1514762218,HSC SERUA,SubCentre,Jharkhand,Giridih,GAWAN,GAWAN,Dengue Awareness Program ,(16th May 2024),School visit,2024
"4,594",1514762218,HSC SERUA,SubCentre,Jharkhand,Giridih,GAWAN,GAWAN,Health talk ,(17th May 2024),School visit,2024
"4,595",1514762218,HSC SERUA,SubCentre,Jharkhand,Giridih,GAWAN,GAWAN,FWD,(21st May 2024),"Other
",2024
"4,597",1515425336,HSC BERHAIT 1,SubCentre,Jharkhand,Dumka,SARAIYAHAT,SARAIYAHAT,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"4,598",1515425336,HSC BERHAIT 1,SubCentre,Jharkhand,Dumka,SARAIYAHAT,SARAIYAHAT,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Other
",2024
"4,600",1518127616,HSC BETI,SubCentre,Jharkhand,Gumla,BISHUNPUR,BISHUNPUR,"Awareness about Denge, Chickenguniyaa,",(16th May 2024),School visit,2024
"4,601",1518127616,HSC BETI,SubCentre,Jharkhand,Gumla,BISHUNPUR,BISHUNPUR,Family welfare day celebration ,(21st May 2024),"Other
",2024
"4,602",1518127616,HSC BETI,SubCentre,Jharkhand,Gumla,BISHUNPUR,BISHUNPUR,T.B Nichay posham Diwas ,(24th May 2024),"Other
",2024
"4,603",1518127616,HSC BETI,SubCentre,Jharkhand,Gumla,BISHUNPUR,BISHUNPUR,,(17th May 2024),"Other
",2024
"4,605",1518127616,HSC BETI,SubCentre,Jharkhand,Gumla,BISHUNPUR,BISHUNPUR,World No Tobacco Day(31st May 2024),(31st May 2024),School visit,2024
"4,611",1521622371,HSC Sokorla,SubCentre,Jharkhand,Simdega,KOLEBIRA,KOLEBIRA,ELDERLY day,(18th May 2024),Community meeting,2024
"4,612",1521622371,HSC Sokorla,SubCentre,Jharkhand,Simdega,KOLEBIRA,KOLEBIRA,World No Tobacco Day(31st May 2024),(31st May 2024),Awareness activity about eat right,2024
"4,613",1521622371,HSC Sokorla,SubCentre,Jharkhand,Simdega,KOLEBIRA,KOLEBIRA,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Health talk,2024
"4,640",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,"ANC Check up,  NCD Screening ",(2nd May 2024),"Other
",2024
"4,641",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,Mai bhi Election Ambassador ,(4th May 2024),"Other
",2024
"4,642",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,VHSNC Meeting ,(7th May 2024),Community meeting,2024
"4,643",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,World hand hygiene day ,(8th May 2024),"Other
",2024
"4,644",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,ANC Check up  ,(9th May 2024),"Other
",2024
"4,645",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,Cluster Survey Meeting ,(10th May 2024),"Other
",2024
"4,646",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,Dengue Diwas ,(16th May 2024),"Other
",2024
"4,647",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,JAS Meeting ,(20th May 2024),"Other
",2024
"4,648",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,Family welfare day ,(21st May 2024),"Other
",2024
"4,649",1521644151,HSC MARARAJPUR,SubCentre,Jharkhand,Sahibganj,TALJHARI,TALJHARI,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"4,656",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,World Hypertension Day ,(17th May 2024),Health talk,2024
"4,657",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,Elderly Day,(18th May 2024),"Other
",2024
"4,658",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,NCD screening ,(20th May 2024),Special screening talk,2024
"4,659",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,HBNC,(21st May 2024),"Other
",2024
"4,660",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,ANC Check up ,(22nd May 2024),"Other
",2024
"4,661",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,Tuberculosis Awareness ,(24th May 2024),"Other
",2024
"4,662",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,awareness on no tobacco ,(23rd May 2024),walkathone,2024
"4,663",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,vote duty,(25th May 2024),"Other
",2024
"4,664",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,monthly meeting ,(27th May 2024),"Other
",2024
"4,665",1521675262,HSC ROAM,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"4,674",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Dengue day ,(16th May 2024),Community meeting,2024
"4,675",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,World hypertension day,(18th May 2024),Health talk,2024
"4,676",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Health screening,(25th May 2024),Special screening talk,2024
"4,677",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Awareness program ,(21st May 2024),Health talk,2024
"4,678",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Awareness program ,(22nd May 2024),Community meeting,2024
"4,679",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Special screening talk,2024
"4,680",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Awareness program ,(23rd May 2024),"Other
",2024
"4,681",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"4,682",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,,(24th May 2024),Awareness activity about eat right,2024
"4,683",1527768780,HSC GODADIH,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,Health awareness ,(27th May 2024),Special screening talk,2024
"4,690",1527811168,HSC RAJABASA,SubCentre,Jharkhand,Simdega,THETHAITANGAR,THETHAITANAGAR,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"4,691",1527811168,HSC RAJABASA,SubCentre,Jharkhand,Simdega,THETHAITANGAR,THETHAITANAGAR,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"4,719",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,"Vhnd, Anc, Ncd",(4th May 2024),"Other
",2024
"4,720",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Monthly Meeting,(6th May 2024),"Other
",2024
"4,721",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Vhnd,(9th May 2024),"Other
",2024
"4,722",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Review meeting,(10th May 2024),"Other
",2024
"4,723",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Health Talk,(13th May 2024),Health talk,2024
"4,724",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Review Meeting,(15th May 2024),"Other
",2024
"4,725",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,VHND,(16th May 2024),Health talk,2024
"4,726",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Ncd Screening,(17th May 2024),Special screening talk,2024
"4,727",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Health Talk,(18th May 2024),Health talk,2024
"4,728",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Teaching on Malnutrition,(21st May 2024),Health talk,2024
"4,729",1545711655,HSC SARKARDIH,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Election Duty,(25th May 2024),"Other
",2024
"4,740",1548787231,HSC KUMBA,SubCentre,Jharkhand,Garhwa,NAGARUNTARI,NAGARUNTARI,Geriatric Camp,(18th May 2024),Health talk,2024
"4,759",1552266627,HSC PUWAL,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,PMSMA ,(9th May 2024),"Health talk,Other
",2024
"4,760",1552266627,HSC PUWAL,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,International Midwives Day(5th May 2024),(5th May 2024),Community meeting,2024
"4,761",1552266627,HSC PUWAL,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,National Dengue Day ,(16th May 2024),"Health talk,Other
",2024
"4,762",1552266627,HSC PUWAL,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,RKSK,(17th May 2024),"Other
",2024
"4,763",1552266627,HSC PUWAL,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,Family welfare day celebration ,(21st May 2024),Health talk,2024
"4,766",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA,ANC ,(11th May 2024),Health talk,2024
"4,767",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA, Cickle Cell Anaemia Test ,(15th May 2024),Health talk,2024
"4,768",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA,Elderly Day ,(18th May 2024),Health talk,2024
"4,769",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA,family welfare day ,(27th May 2024),Health talk,2024
"4,770",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,771",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA,nutrition awareness ,(25th May 2024),Health talk,2024
"4,772",1554215424,HSC DHURAITA,SubCentre,Jharkhand,Giridih,JAMUA,JAMUA,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"4,783",1556113437,HSC CHAPRI,SubCentre,Jharkhand,Bokaro,NAWADIH,NAWADIH,anc,(9th May 2024),"Other
",2024
"4,784",1556113437,HSC CHAPRI,SubCentre,Jharkhand,Bokaro,NAWADIH,NAWADIH,sickle cell ,(13th May 2024),Special screening talk,2024
"4,785",1556113437,HSC CHAPRI,SubCentre,Jharkhand,Bokaro,NAWADIH,NAWADIH,elderly day ,(18th May 2024),Special screening talk,2024
