SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
"27,143",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,Blood donation camp ,(4th May 2024),"Other
",2024
"27,144",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,PMSMA ,(9th May 2024),Special screening talk,2024
"27,145",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,National Dengue day ,(16th May 2024),"Other
",2024
"27,146",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,World hypertension day ,(17th May 2024),"Other
",2024
"27,147",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,Yoga ,(14th May 2024),Yoga,2024
"27,148",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,Monthly elderly day ,(18th May 2024),"Other
",2024
"27,149",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,Family welfare day ,(21st May 2024),"Other
",2024
"27,150",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,yoga ,(15th May 2024),Yoga,2024
"27,151",7644634714,HSC MANOHARCHAK,SubCentre,Jharkhand,Dumka,MASALIA,MASALIA,Health talk,(23rd May 2024),Health talk,2024
"27,160",7652434775,HSC SIRSA,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,dengue divas ke upalakshy me dengue ke bare me jankari di ,(16th May 2024),School visit,2024
"27,161",7652434775,HSC SIRSA,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,health camp ,(21st May 2024),Health talk,2024
"27,250",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Village health camp ,(4th May 2024),"Other
",2024
"27,251",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(3rd May 2024),Yoga,2024
"27,252",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(1st May 2024),Yoga,2024
"27,253",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(6th May 2024),Yoga,2024
"27,254",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga session ,(7th May 2024),Yoga,2024
"27,255",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,school health camp ,(8th May 2024),School visit,2024
"27,256",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(13th May 2024),Yoga,2024
"27,257",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(14th May 2024),Yoga,2024
"27,258",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(16th May 2024),Yoga,2024
"27,259",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(17th May 2024),Yoga,2024
"27,260",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Geriatric health camp and yoga at Aam Ayush -Ganjia ,(18th May 2024),"Other
",2024
"27,261",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(21st May 2024),Yoga,2024
"27,262",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(15th May 2024),Yoga,2024
"27,263",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga at Aam Ayush -Ganjia ,(22nd May 2024),Yoga,2024
"27,264",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Ayush gram health camp at ayush gram rajgaon ,(23rd May 2024),"Yoga,Other
",2024
"27,265",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Anganwadi health camp ,(20th May 2024),"Other
",2024
"27,266",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(24th May 2024),Yoga,2024
"27,267",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(27th May 2024),Yoga,2024
"27,268",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
"27,269",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Yoga ,(25th May 2024),Yoga,2024
"27,270",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"27,271",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"27,272",7656326886,HSC GANJIA,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"27,290",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,health talk ,(14th May 2024),Health talk,2024
"27,291",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,screening ,(15th May 2024),Special screening talk,2024
"27,292",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,sickeling test ,(11th May 2024),Special screening talk,2024
"27,293",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,health awareness ,(16th May 2024),Community meeting,2024
"27,294",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,elderly day ,(18th May 2024),Special screening talk,2024
"27,295",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,pariwar Kalyan diwas yoga,(21st May 2024),"Health talk,Yoga",2024
"27,296",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,monthly meeting ,(24th May 2024),Health talk,2024
"27,297",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"27,298",7657863663,HSC MOUDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,328",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,health education ,(4th May 2024),Health talk,2024
"27,329",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,hygiene maintain ,(8th May 2024),Cyclathone,2024
"27,330",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Monthly meeting ,(6th May 2024),"Community meeting,Health talk",2024
"27,331",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Health education ,(11th May 2024),Health talk,2024
"27,332",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Daily hygiene maintain ,(13th May 2024),Health talk,2024
"27,333",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Hand hygiene maintain ,(14th May 2024),Health talk,2024
"27,334",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,International Dengue Day celebration ,(16th May 2024),School visit,2024
"27,335",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Hypertension Day celebration ,(17th May 2024),Special screening talk,2024
"27,336",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Palliative care ,(18th May 2024),Health talk,2024
"27,337",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Loksabha elections duty ,(25th May 2024),School visit,2024
"27,338",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"27,339",7663337371,HSC DUMARKUNDA,SubCentre,Jharkhand,Dhanbad,NIRSA-CUM-CHIRKUNDA,NIRSHA,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,355",7673178450,HSC TARATAND,SubCentre,Jharkhand,Giridih,BENGABAD,BENGABAD,RI visit with VHND meeting,(4th May 2024),"Other
",2024
"27,356",7673178450,HSC TARATAND,SubCentre,Jharkhand,Giridih,BENGABAD,BENGABAD,anc check up,(9th May 2024),"Other
",2024
"27,357",7673178450,HSC TARATAND,SubCentre,Jharkhand,Giridih,BENGABAD,BENGABAD,AWC Taratand  visit health talk about right eat ,(11th May 2024),"Other
",2024
"27,372",7673726464,HSC KHIJURKHAL,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,VHND,(2nd May 2024),Health talk,2024
"27,373",7673726464,HSC KHIJURKHAL,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,VHND,(4th May 2024),Health talk,2024
"27,374",7673726464,HSC KHIJURKHAL,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,infection control hand washing ,(7th May 2024),"Other
",2024
"27,375",7673726464,HSC KHIJURKHAL,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,PMSMA,(9th May 2024),Health talk,2024
"27,376",7673726464,HSC KHIJURKHAL,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,dengue diwas,(16th May 2024),Health talk,2024
"27,377",7673726464,HSC KHIJURKHAL,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,sickle cell test ,(17th May 2024),Special screening talk,2024
"27,397",7678186235,HSC TIRIL,SubCentre,Jharkhand,Ranchi,RATU,RATU,Sahiya Meeting ,(6th May 2024),"Other
",2024
"27,398",7678186235,HSC TIRIL,SubCentre,Jharkhand,Ranchi,RATU,RATU,,(10th May 2024),Yoga,2024
"27,399",7678186235,HSC TIRIL,SubCentre,Jharkhand,Ranchi,RATU,RATU,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"27,400",7678186235,HSC TIRIL,SubCentre,Jharkhand,Ranchi,RATU,RATU,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"27,407",7686812467,HSC BARARI,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,dengue awarness,(16th May 2024),School visit,2024
"27,408",7686812467,HSC BARARI,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,health & ncd screening check up,(18th May 2024),Special screening talk,2024
"27,409",7686812467,HSC BARARI,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,410",7687137450,HSC KUNDWA,SubCentre,Jharkhand,Hazaribagh,BARHI,BARHI,Yoga ,(4th May 2024),Yoga,2024
"27,411",7687137450,HSC KUNDWA,SubCentre,Jharkhand,Hazaribagh,BARHI,BARHI,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,428",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Health talk ,(7th May 2024),Community meeting,2024
"27,429",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Health talk,(11th May 2024),"Other
",2024
"27,430",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Dengue day,(16th May 2024),Health talk,2024
"27,431",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,World Hypertension day ,(18th May 2024),Special screening talk,2024
"27,432",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Old age day,(17th May 2024),Special screening talk,2024
"27,433",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Nikshay day ,(24th May 2024),Special screening talk,2024
"27,434",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Family welfare day ,(22nd May 2024),Community meeting,2024
"27,435",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"27,436",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"27,437",7713442684,HSC REHLADIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,447",7717447267,HSC PATARIYA,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"27,461",7728154779,HSC MAHADEOBATHAN,SubCentre,Jharkhand,Godda,MAHAGAMA,MAHGAMA,cluster meeting ,(7th May 2024),"Other
",2024
"27,462",7728154779,HSC MAHADEOBATHAN,SubCentre,Jharkhand,Godda,MAHAGAMA,MAHGAMA,yoga session ,(20th May 2024),Yoga,2024
"27,463",7728154779,HSC MAHADEOBATHAN,SubCentre,Jharkhand,Godda,MAHAGAMA,MAHGAMA,Family welfare program ,(21st May 2024),"Other
",2024
"27,469",7738147532,HSC SONAPOSI,SubCentre,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,Sickle Cell Anemia Screening ,(24th May 2024),"Other
",2024
"27,470",7738147532,HSC SONAPOSI,SubCentre,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,Ni-kshay Day,(25th May 2024),Health talk,2024
"27,471",7738147532,HSC SONAPOSI,SubCentre,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,Sickle Cell anemia Screening,(27th May 2024),"Other
",2024
"27,472",7738147532,HSC SONAPOSI,SubCentre,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"27,473",7738147532,HSC SONAPOSI,SubCentre,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,482",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Ni-kshay Diwas,(24th May 2024),Health talk,2024
"27,483",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,elderly care day,(22nd May 2024),"Other
",2024
"27,484",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,world hypertension day,(23rd May 2024),Health talk,2024
"27,485",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"27,486",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Oral care day,(25th May 2024),Health talk,2024
"27,487",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Breast feeding benefits ,(21st May 2024),Health talk,2024
"27,488",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,kishor kishori baithak,(26th May 2024),Community meeting,2024
"27,489",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,monthly Sahiya meeting ,(27th May 2024),Community meeting,2024
"27,490",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"27,491",7741463678,HSC MAHUWARI,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"27,504",7742332864,HSC ITAGARH,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,monthly meeting ,(10th May 2024),"Other
",2024
"27,505",7742332864,HSC ITAGARH,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,vhsnd ,(11th May 2024),"Other
",2024
"27,506",7742332864,HSC ITAGARH,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,monthly meeting ,(15th May 2024),"Other
",2024
"27,507",7742332864,HSC ITAGARH,SubCentre,Jharkhand,Sarikela-Kharswana,ADITYAPUR(GAMHARIA),GAMHARIA,AFC meeting ,(22nd May 2024),"Other
",2024
"27,514",7742575777,HSC PUTKI,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,importance  of follic acid in pregnancy ,(11th May 2024),Awareness activity about eat right,2024
"27,515",7742575777,HSC PUTKI,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,diet in pregnancy ,(16th May 2024),Awareness activity about eat right,2024
"27,534",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,Monthly meetings conducted by CHO in HCW AAM Dariyapur ,(4th May 2024),"Other
",2024
"27,535",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,JAS meeting and World Hyegin day celebrated at AAM Dariyapur ,(7th May 2024),"Other
",2024
"27,536",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,PMSMA Programe Celebrated at AAM Dariyapur 'Barhait ,(9th May 2024),"Other
",2024
"27,537",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,RI Monitoring and OPD NCD TB Sickle cell screening ANC check up at AWC Petkhasa manjhitola Barhait ,(10th May 2024),"Other
",2024
"27,538",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,RI Monitoring and OPD NCD TB Sickle cell screening ANC check up at AWC Petkhasa kadwatola Barhait ,(11th May 2024),"Other
",2024
"27,539",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,OPD NCD TB Sickle cell screening ANC check up esanjeevani done at HWC AAM Dariyapur ,(6th May 2024),"Other
",2024
"27,540",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,OPD NCD TB Sickle cell screening at AWC Dariyapur ,(14th May 2024),"Other
",2024
"27,541",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,Family welfare Day Celebrated at AWC Petkhasa kadwatola AAM Dariyapur 'Barhait ,(22nd May 2024),"Other
",2024
"27,542",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,world dengue day celebrated at UMS Dariyapur ,(16th May 2024),"Other
",2024
"27,543",7743457140,HSC DARIYAPUR,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,sickle cell screening UMS Dariyapur ,(20th May 2024),"Other
",2024
"27,547",7743652773,HSC TUSGAON,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,world hypertension day,(17th May 2024),"Other
",2024
"27,548",7743652773,HSC TUSGAON,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,family welfare Day,(21st May 2024),Community meeting,2024
"27,549",7743652773,HSC TUSGAON,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,Nikshay diwas,(24th May 2024),Health talk,2024
"27,555",7745433420,HSC SALTOLA,SubCentre,Jharkhand,Dumka,RANISHWAR,RANISHWAR,health teaching ,(16th May 2024),Health talk,2024
"27,563",7746624423,HSC DARLA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,Hand hygiene day celebrated ,(8th May 2024),Community meeting,2024
"27,564",7746624423,HSC DARLA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,Family planning and welfare day ,(21st May 2024),Health talk,2024
"27,565",7746624423,HSC DARLA,SubCentre,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,Health Mela ,(22nd May 2024),Special screening talk,2024
"27,588",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,yoga,(4th May 2024),Yoga,2024
"27,589",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,Meeting ,(16th May 2024),Health talk,2024
"27,590",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,Elderly day ,(18th May 2024),"Other
",2024
"27,591",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,yoga,(17th May 2024),Yoga,2024
"27,592",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,family welfare day ,(21st May 2024),"Other
",2024
"27,593",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,Awareness activities ,(22nd May 2024),"Other
",2024
"27,594",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,yoga,(25th May 2024),Yoga,2024
"27,595",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,Awareness activities ,(24th May 2024),"Other
",2024
"27,596",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"27,597",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"27,598",7748845117,HSC PAMPARA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"27,621",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,election duty training at CHC kisko ,(3rd May 2024),"Other
",2024
"27,622",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,JAS meeting ,(8th May 2024),"Other
",2024
"27,623",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,VHND and VHSNC,(9th May 2024),"Other
",2024
"27,624",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,yoga ,(11th May 2024),"Other
",2024
"27,625",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,election duty ,(13th May 2024),"Other
",2024
"27,626",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,school program ,(16th May 2024),"Other
",2024
"27,627",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,world hypertension day ,(17th May 2024),"Other
",2024
"27,628",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,elderly day,(18th May 2024),"Other
",2024
"27,629",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,VHND ,(23rd May 2024),"Other
",2024
"27,630",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,campaign and home visit ,(24th May 2024),"Other
",2024
"27,631",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,sickle cell anemia test camp,(25th May 2024),"Other
",2024
"27,632",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
"27,633",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Other
",2024
"27,634",7756717745,HSC Nari-NAWADIH,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"27,648",7761485585,HSC JAMDIH,SubCentre,Jharkhand,Pashchimi Singhbhum,TONTO,TONTO,family welfare day ,(21st May 2024),Health talk,2024
"27,649",7761485585,HSC JAMDIH,SubCentre,Jharkhand,Pashchimi Singhbhum,TONTO,TONTO,"sickle cell camp, OpD ,Nikshay day",(24th May 2024),"Other
",2024
"27,650",7761485585,HSC JAMDIH,SubCentre,Jharkhand,Pashchimi Singhbhum,TONTO,TONTO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Health talk,Other
",2024
"27,683",7763413866,HSC SUNDARI,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga,(13th May 2024),Yoga,2024
"27,684",7763413866,HSC SUNDARI,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga,(14th May 2024),Yoga,2024
"27,685",7763413866,HSC SUNDARI,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga,(15th May 2024),Yoga,2024
"27,686",7763413866,HSC SUNDARI,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga,(16th May 2024),Yoga,2024
"27,687",7763413866,HSC SUNDARI,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga,(17th May 2024),Yoga,2024
"27,688",7763413866,HSC SUNDARI,SubCentre,Jharkhand,Khunti,TORPA,TORPA,screening talk ,(18th May 2024),Special screening talk,2024
